"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Cell_Type"
"Hipk3",1.44107373305399e-10,0.286976011329461,0.516,0.414,2.55142104437209e-06,"capEC"
"Trim12a",5.57405892988007e-08,0.286652066622249,0.32,0.241,0.0009868871335352,"capEC"
"Mospd2",1.70287288236296e-06,0.28661864289599,0.272,0.207,0.0301493643822362,"capEC"
"Aida",2.88794303480084e-08,0.286293242060066,0.32,0.241,0.0005113103143114,"capEC"
"Xiap",2.34328622679404e-11,0.285755791874515,0.575,0.474,4.14878826453885e-07,"capEC"
"Usp6nl",5.88850195160806e-09,0.284237971409,0.37,0.285,0.0001042559270532,"capEC"
"Tacc1",6.83447311833804e-13,0.282628424933355,0.642,0.534,1.21004346560175e-08,"capEC"
"Gimap8",2.75191203756868e-06,0.281462129403487,0.242,0.183,0.0487226026251536,"capEC"
"4833439L19Rik",2.47910087412539e-07,0.280707840785234,0.302,0.233,0.004389248097639,"capEC"
"Pfn1",5.66059627298622e-07,-0.279400230203407,0.677,0.683,0.0100220857013221,"capEC"
"Washc4",2.47931774110663e-07,0.278146768003804,0.265,0.198,0.0043896320606292,"capEC"
"Serpinb9",1.4729402696496e-08,0.277542557754248,0.38,0.295,0.0002607840747414,"capEC"
"Aldoa",2.88774743674719e-08,-0.276007634874142,0.688,0.711,0.000511275683676,"capEC"
"Tspan14",8.8660605432392e-07,0.275945944340214,0.288,0.221,0.015697360191805,"capEC"
"Swt1",3.83899629070861e-07,0.274462699239994,0.372,0.296,0.0067969429326996,"capEC"
"Samd9l",1.0530710151474e-07,0.272187962859043,0.496,0.416,0.0018644622323184,"capEC"
"Cds2",6.0797386235922e-08,0.270960062908307,0.351,0.273,0.001076417723307,"capEC"
"Tob1",1.21947448528421e-07,0.268709459408271,0.454,0.371,0.0021590795761957,"capEC"
"Tab2",3.15218849519999e-07,0.268606231889377,0.383,0.31,0.0055809497307515,"capEC"
"Cd47",8.16703854493686e-12,0.26724603443421,0.708,0.611,1.44597417438107e-07,"capEC"
"Srsf3",1.02296816094214e-08,-0.266539256995142,0.706,0.729,0.0001811165128948,"capEC"
"Anxa2",1.66872415249814e-06,-0.26619740988821,0.643,0.653,0.0295447611199796,"capEC"
"Rbpms",8.91564820321115e-11,0.264335338371988,0.725,0.637,1.57851551437853e-06,"capEC"
