gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Akap12,2.1697892938226602e-46,0.289867087161447,0.869,0.806,3.84942318617078e-42
Rpl23,2.73669778378863e-150,0.288697290407277,0.983,0.975,4.85517553821941e-146
Sgk1,1.92951099766695e-48,0.286593605047147,0.541,0.428,3.42314546096094e-44
Sem1,1.24657203584012e-89,0.285474854530316,0.884,0.8,2.2115434487839602e-85
Ccdc85a,1.12255059558497e-37,0.285080781124822,0.585,0.487,1.99151701162729e-33
Cox6a1,4.73146469790441e-75,0.284537736632277,0.782,0.665,8.39409152055222e-71
Sult1a1,9.59164716864234e-54,0.284259152753856,0.367,0.251,1.7016541241888399e-49
Rhob,3.03017912194316e-76,0.283956001279646,0.9,0.825,5.37584078023937e-72
Kbtbd11,1.21347168858865e-55,0.282081930429727,0.419,0.298,2.15282012272512e-51
Gng11,2.81668252992697e-64,0.281432119860968,0.924,0.882,4.997076476343441e-60
Snrpg,5.4649402535618103e-76,0.281144655810084,0.761,0.644,9.695350503843999e-72
Ndufa3,6.9220960192216595e-71,0.280920973795481,0.695,0.561,1.22804905477011e-66
Irak2,3.56624415572191e-54,0.280728977346392,0.414,0.294,6.32687375666625e-50
Zhx3,5.079931121785751e-44,0.279346837894147,0.504,0.397,9.012305803160109e-40
Ctla2b,5.42960822126856e-41,0.277804325250888,0.515,0.407,9.63266794535255e-37
Rpl22,3.51124514854749e-100,0.275465483472017,0.953,0.912,6.2293000180381e-96
Cox17,9.24293485404512e-60,0.275370379468409,0.64,0.516,1.6397890724561398e-55
Spry1,2.55089274402065e-67,0.274877803770435,0.263,0.149,4.5255388171670403e-63
S100a13,1.53384995445512e-78,0.274729151679697,0.905,0.837,2.7212032041988302e-74
Eif1,8.409186457836e-152,0.273610445453158,0.987,0.974,1.49187376948469e-147
Cox6c,1.90166458099669e-80,0.273301473907094,0.894,0.832,3.37374313314623e-76
Slc2a1,3.739490653697881e-111,0.27283501271126,0.993,0.991,6.63423036872542e-107
Dpm3,3.58148278436423e-52,0.269822704406899,0.579,0.458,6.35390860774058e-48
Sec61g,2.89298367615657e-62,0.269107400923992,0.727,0.611,5.1324423398693704e-58
Atox1,6.2201656542272195e-99,0.268533359315728,0.965,0.933,1.10351958871645e-94
Tmc7,1.4529956150642802e-54,0.268185082849248,0.486,0.361,2.57775952068554e-50
Ccdc152,4.4927510476464105e-46,0.267852024087436,0.212,0.127,7.9705896336295e-42
Ost4,1.15581604010205e-64,0.266697615709901,0.688,0.56,2.0505332367450402e-60
Chchd2,4.4182433448093897e-119,0.265399151559658,0.976,0.954,7.83840551802634e-115
Rps23,3.14753528393819e-133,0.265134340520979,0.984,0.973,5.58404234723474e-129
Klf6,5.20916110750293e-54,0.264539324832634,0.843,0.772,9.24157272082096e-50
Ranbp9,3.0019975184959298e-36,0.263531324456786,0.469,0.374,5.32584379756362e-32
Cox7a2,5.63311819053468e-81,0.262734137236683,0.861,0.767,9.993714981827569e-77
